,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,QUARTER
109,Shot Chart Detail,0022100070,659,201939,Stephen Curry,1610612744,Golden State Warriors,5,3,5,Missed Shot,Pullup Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,29,-100,280,1,0,10-28-2021,GSW,MEM,OT1
110,Shot Chart Detail,0022100070,677,201939,Stephen Curry,1610612744,Golden State Warriors,5,1,18,Missed Shot,Pullup Jump shot,3PT FG,Above the Break 3,Center(C),24+ ft.,30,42,302,1,0,10-28-2021,GSW,MEM,OT1
111,Shot Chart Detail,0022100070,681,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,51,Missed Shot,Step Back Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,26,-192,186,1,0,10-28-2021,GSW,MEM,OT1
112,Shot Chart Detail,0022100086,59,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,33,Missed Shot,Step Back Jump shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,25,163,191,1,0,10-30-2021,GSW,OKC,Q1
113,Shot Chart Detail,0022100086,61,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,29,Missed Shot,Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,22,223,-1,1,0,10-30-2021,GSW,OKC,Q1
114,Shot Chart Detail,0022100086,69,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,35,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,24,113,214,1,1,10-30-2021,GSW,OKC,Q1
115,Shot Chart Detail,0022100086,261,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,3,Made Shot,Layup Shot,2PT FG,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,28,41,1,1,10-30-2021,GSW,OKC,Q2
116,Shot Chart Detail,0022100086,264,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,36,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,27,69,268,1,0,10-30-2021,GSW,OKC,Q2
117,Shot Chart Detail,0022100086,278,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,50,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,25,-56,253,1,0,10-30-2021,GSW,OKC,Q2
118,Shot Chart Detail,0022100086,325,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,33,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,25,217,132,1,1,10-30-2021,GSW,OKC,Q3
119,Shot Chart Detail,0022100086,328,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,1,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,24,195,153,1,1,10-30-2021,GSW,OKC,Q3
120,Shot Chart Detail,0022100086,338,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,47,Made Shot,Pullup Jump shot,3PT FG,Left Corner 3,Left Side(L),24+ ft.,24,-240,-11,1,1,10-30-2021,GSW,OKC,Q3
121,Shot Chart Detail,0022100086,342,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,22,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,26,115,234,1,0,10-30-2021,GSW,OKC,Q3
122,Shot Chart Detail,0022100086,355,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,4,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,26,-42,258,1,0,10-30-2021,GSW,OKC,Q3
123,Shot Chart Detail,0022100086,361,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,25,Missed Shot,Jump Shot,3PT FG,Mid-Range,Left Side(L),16-24 ft.,23,-219,87,1,0,10-30-2021,GSW,OKC,Q3
124,Shot Chart Detail,0022100086,404,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,19,Made Shot,Pullup Jump shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,199,1,1,10-30-2021,GSW,OKC,Q3
125,Shot Chart Detail,0022100086,407,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,42,Made Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,24,-213,121,1,1,10-30-2021,GSW,OKC,Q3
126,Shot Chart Detail,0022100086,451,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,15,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,24,-9,246,1,0,10-30-2021,GSW,OKC,Q3
127,Shot Chart Detail,0022100086,462,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,10,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,28,109,268,1,0,10-30-2021,GSW,OKC,Q3
128,Shot Chart Detail,0022100117,45,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,34,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,28,199,206,1,0,11-03-2021,GSW,CHA,Q1
129,Shot Chart Detail,0022100117,58,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,28,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,25,-210,146,1,0,11-03-2021,GSW,CHA,Q1
130,Shot Chart Detail,0022100117,172,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,45,Made Shot,Jump Shot,2PT FG,Mid-Range,Center(C),16-24 ft.,22,-9,225,1,1,11-03-2021,GSW,CHA,Q2
131,Shot Chart Detail,0022100117,190,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,58,Missed Shot,Step Back Jump shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,27,98,259,1,0,11-03-2021,GSW,CHA,Q2
132,Shot Chart Detail,0022100117,203,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,55,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,36,-170,325,1,0,11-03-2021,GSW,CHA,Q2
133,Shot Chart Detail,0022100117,230,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,41,Missed Shot,Driving Finger Roll Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,3,0,38,1,0,11-03-2021,GSW,CHA,Q2
134,Shot Chart Detail,0022100117,319,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,53,Made Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,28,18,283,1,1,11-03-2021,GSW,CHA,Q2
135,Shot Chart Detail,0022100117,354,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,43,Missed Shot,Jump Shot,3PT FG,Left Corner 3,Left Side(L),24+ ft.,23,-230,25,1,0,11-03-2021,GSW,CHA,Q3
136,Shot Chart Detail,0022100117,388,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,44,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,26,-6,260,1,0,11-03-2021,GSW,CHA,Q3
137,Shot Chart Detail,0022100117,515,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,57,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,31,207,232,1,1,11-03-2021,GSW,CHA,Q4
138,Shot Chart Detail,0022100117,536,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,34,Made Shot,Driving Floating Bank Jump Shot,2PT FG,Mid-Range,Left Side(L),8-16 ft.,12,-113,57,1,1,11-03-2021,GSW,CHA,Q4
139,Shot Chart Detail,0022100117,548,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,28,Made Shot,Cutting Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,2,-15,20,1,1,11-03-2021,GSW,CHA,Q4
140,Shot Chart Detail,0022100117,558,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,53,Made Shot,Step Back Jump shot,3PT FG,Above the Break 3,Center(C),24+ ft.,29,40,293,1,1,11-03-2021,GSW,CHA,Q4
141,Shot Chart Detail,0022100117,609,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,8,Missed Shot,Fadeaway Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,23,237,27,1,0,11-03-2021,GSW,CHA,Q4
142,Shot Chart Detail,0022100117,617,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,45,Missed Shot,Pullup Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,27,-91,260,1,0,11-03-2021,GSW,CHA,Q4
143,Shot Chart Detail,0022100130,9,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,39,Missed Shot,Pullup Jump shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,27,123,242,1,0,11-05-2021,GSW,NOP,Q1
144,Shot Chart Detail,0022100130,37,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,48,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,29,124,264,1,1,11-05-2021,GSW,NOP,Q1
145,Shot Chart Detail,0022100130,44,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,22,Made Shot,Step Back Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,25,-154,206,1,1,11-05-2021,GSW,NOP,Q1
146,Shot Chart Detail,0022100130,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,53,Missed Shot,Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,22,229,20,1,0,11-05-2021,GSW,NOP,Q1
147,Shot Chart Detail,0022100130,82,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,33,Made Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,27,-78,266,1,1,11-05-2021,GSW,NOP,Q1
148,Shot Chart Detail,0022100130,114,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,47,Missed Shot,Cutting Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,1,-10,17,1,0,11-05-2021,GSW,NOP,Q1
149,Shot Chart Detail,0022100130,125,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,39,Made Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,29,26,289,1,1,11-05-2021,GSW,NOP,Q1
150,Shot Chart Detail,0022100130,144,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,29,Missed Shot,Driving Layup Shot,2PT FG,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1,41,1,0,11-05-2021,GSW,NOP,Q1
151,Shot Chart Detail,0022100130,159,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,8,Missed Shot,Step Back Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,26,-192,180,1,0,11-05-2021,GSW,NOP,Q1
152,Shot Chart Detail,0022100130,246,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,46,Missed Shot,Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,24,230,73,1,0,11-05-2021,GSW,NOP,Q2
153,Shot Chart Detail,0022100130,277,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,24,Missed Shot,Step Back Jump shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,27,140,236,1,0,11-05-2021,GSW,NOP,Q2
154,Shot Chart Detail,0022100130,680,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,31,Missed Shot,Driving Layup Shot,2PT FG,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-65,83,1,0,11-05-2021,GSW,NOP,Q2
155,Shot Chart Detail,0022100130,323,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,14,Missed Shot,Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,23,233,53,1,0,11-05-2021,GSW,NOP,Q3
156,Shot Chart Detail,0022100130,348,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,52,Made Shot,Step Back Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,27,-154,233,1,1,11-05-2021,GSW,NOP,Q3
157,Shot Chart Detail,0022100130,475,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,40,Missed Shot,Step Back Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,29,-162,241,1,0,11-05-2021,GSW,NOP,Q3
158,Shot Chart Detail,0022100130,502,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,20,Missed Shot,Step Back Jump shot,3PT FG,Above the Break 3,Center(C),24+ ft.,32,-12,328,1,0,11-05-2021,GSW,NOP,Q3
159,Shot Chart Detail,0022100145,32,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,31,Made Shot,Running Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,23,227,73,1,1,11-07-2021,GSW,HOU,Q1
160,Shot Chart Detail,0022100145,38,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,58,Missed Shot,Jump Shot,3PT FG,Left Corner 3,Left Side(L),24+ ft.,23,-228,38,1,0,11-07-2021,GSW,HOU,Q1
161,Shot Chart Detail,0022100145,88,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,39,Made Shot,Driving Reverse Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,6,-3,1,1,11-07-2021,GSW,HOU,Q1
162,Shot Chart Detail,0022100145,158,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,39,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,24,-208,133,1,0,11-07-2021,GSW,HOU,Q1
163,Shot Chart Detail,0022100145,165,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,11,Made Shot,Step Back Jump shot,2PT FG,Mid-Range,Center(C),8-16 ft.,14,9,148,1,1,11-07-2021,GSW,HOU,Q1
164,Shot Chart Detail,0022100145,174,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,35,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,29,-64,284,1,0,11-07-2021,GSW,HOU,Q1
165,Shot Chart Detail,0022100145,179,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,4,Made Shot,Driving Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,2,-21,0,1,1,11-07-2021,GSW,HOU,Q1
166,Shot Chart Detail,0022100145,256,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,17,Missed Shot,Driving Finger Roll Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,3,31,10,1,0,11-07-2021,GSW,HOU,Q2
167,Shot Chart Detail,0022100145,281,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,17,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,27,89,257,1,0,11-07-2021,GSW,HOU,Q2
168,Shot Chart Detail,0022100145,321,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,26,Made Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,27,5,279,1,1,11-07-2021,GSW,HOU,Q2
169,Shot Chart Detail,0022100145,419,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,9,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,25,173,187,1,0,11-07-2021,GSW,HOU,Q3
170,Shot Chart Detail,0022100145,423,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,40,Made Shot,Step Back Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,26,-152,218,1,1,11-07-2021,GSW,HOU,Q3
171,Shot Chart Detail,0022100145,502,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,43,Made Shot,Step Back Jump shot,3PT FG,Above the Break 3,Center(C),24+ ft.,25,-67,241,1,1,11-07-2021,GSW,HOU,Q3
172,Shot Chart Detail,0022100145,523,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,28,Missed Shot,Running Pull-Up Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,26,6,260,1,0,11-07-2021,GSW,HOU,Q3
173,Shot Chart Detail,0022100145,525,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,13,Made Shot,Driving Finger Roll Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,1,17,9,1,1,11-07-2021,GSW,HOU,Q3
174,Shot Chart Detail,0022100145,547,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,1,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,28,143,246,1,0,11-07-2021,GSW,HOU,Q3
175,Shot Chart Detail,0022100152,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,46,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,27,114,247,1,1,11-08-2021,GSW,ATL,Q1
176,Shot Chart Detail,0022100152,14,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,16,Made Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,29,5,294,1,1,11-08-2021,GSW,ATL,Q1
177,Shot Chart Detail,0022100152,18,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,43,Missed Shot,Driving Floating Jump Shot,2PT FG,In The Paint (Non-RA),Center(C),8-16 ft.,8,31,75,1,0,11-08-2021,GSW,ATL,Q1
178,Shot Chart Detail,0022100152,20,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,40,Made Shot,Putback Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,11-08-2021,GSW,ATL,Q1
179,Shot Chart Detail,0022100152,34,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,50,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,11-08-2021,GSW,ATL,Q1
180,Shot Chart Detail,0022100152,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,45,Missed Shot,Step Back Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,26,-167,201,1,0,11-08-2021,GSW,ATL,Q1
181,Shot Chart Detail,0022100152,136,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,35,Missed Shot,Step Back Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,29,-102,281,1,0,11-08-2021,GSW,ATL,Q1
182,Shot Chart Detail,0022100152,162,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,51,Made Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,29,87,277,1,1,11-08-2021,GSW,ATL,Q1
183,Shot Chart Detail,0022100152,199,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,43,Missed Shot,Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,23,224,57,1,0,11-08-2021,GSW,ATL,Q2
184,Shot Chart Detail,0022100152,209,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,54,Missed Shot,Driving Floating Jump Shot,2PT FG,In The Paint (Non-RA),Center(C),8-16 ft.,12,-2,126,1,0,11-08-2021,GSW,ATL,Q2
185,Shot Chart Detail,0022100152,306,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,9,Made Shot,Jump Shot,3PT FG,Left Corner 3,Left Side(L),24+ ft.,23,-232,-16,1,1,11-08-2021,GSW,ATL,Q2
186,Shot Chart Detail,0022100152,345,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,3,Made Shot,Step Back Jump shot,3PT FG,Above the Break 3,Center(C),24+ ft.,30,-20,309,1,1,11-08-2021,GSW,ATL,Q2
187,Shot Chart Detail,0022100152,363,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,6,Missed Shot,Pullup Jump shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,31,216,227,1,0,11-08-2021,GSW,ATL,Q3
188,Shot Chart Detail,0022100152,388,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,57,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,28,158,240,1,1,11-08-2021,GSW,ATL,Q3
189,Shot Chart Detail,0022100152,408,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,11,Missed Shot,Driving Floating Jump Shot,2PT FG,Mid-Range,Right Side(R),8-16 ft.,10,107,-2,1,0,11-08-2021,GSW,ATL,Q3
190,Shot Chart Detail,0022100152,418,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,48,Made Shot,Reverse Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,3,32,22,1,1,11-08-2021,GSW,ATL,Q3
191,Shot Chart Detail,0022100152,462,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,33,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,26,31,262,1,0,11-08-2021,GSW,ATL,Q3
192,Shot Chart Detail,0022100152,474,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,47,Made Shot,Pullup Jump shot,2PT FG,Mid-Range,Center(C),16-24 ft.,17,-18,174,1,1,11-08-2021,GSW,ATL,Q3
193,Shot Chart Detail,0022100152,486,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,13,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,29,129,261,1,1,11-08-2021,GSW,ATL,Q3
194,Shot Chart Detail,0022100152,523,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,51,Made Shot,Step Back Jump shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,25,221,130,1,1,11-08-2021,GSW,ATL,Q4
195,Shot Chart Detail,0022100152,533,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,16,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,31,186,250,1,0,11-08-2021,GSW,ATL,Q4
196,Shot Chart Detail,0022100152,544,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,47,Missed Shot,Pullup Jump shot,3PT FG,Above the Break 3,Center(C),24+ ft.,26,40,267,1,0,11-08-2021,GSW,ATL,Q4
197,Shot Chart Detail,0022100152,548,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,7,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,26,-54,258,1,0,11-08-2021,GSW,ATL,Q4
198,Shot Chart Detail,0022100152,592,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,51,Made Shot,Step Back Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,24,-191,157,1,1,11-08-2021,GSW,ATL,Q4
199,Shot Chart Detail,0022100152,601,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,30,Missed Shot,Step Back Jump shot,3PT FG,Above the Break 3,Center(C),24+ ft.,29,-2,298,1,0,11-08-2021,GSW,ATL,Q4
200,Shot Chart Detail,0022100152,607,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,55,Missed Shot,Pullup Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,26,-211,161,1,0,11-08-2021,GSW,ATL,Q4
201,Shot Chart Detail,0022100152,620,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,17,Missed Shot,Driving Floating Bank Jump Shot,2PT FG,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-76,59,1,0,11-08-2021,GSW,ATL,Q4
202,Shot Chart Detail,0022100152,643,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,59,Made Shot,Driving Floating Jump Shot,2PT FG,Mid-Range,Center(C),8-16 ft.,15,-54,147,1,1,11-08-2021,GSW,ATL,Q4
203,Shot Chart Detail,0022100169,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,9,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,27,-161,217,1,0,11-10-2021,GSW,MIN,Q1
204,Shot Chart Detail,0022100169,94,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,17,Missed Shot,Driving Reverse Layup Shot,2PT FG,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,48,39,1,0,11-10-2021,GSW,MIN,Q1
205,Shot Chart Detail,0022100169,170,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,10,Made Shot,Step Back Jump shot,3PT FG,Above the Break 3,Center(C),24+ ft.,27,-32,278,1,1,11-10-2021,GSW,MIN,Q1
206,Shot Chart Detail,0022100169,209,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,11,Made Shot,Step Back Jump shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,30,-116,281,1,1,11-10-2021,GSW,MIN,Q2
207,Shot Chart Detail,0022100169,269,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,11,Made Shot,Driving Finger Roll Layup Shot,2PT FG,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,42,31,1,1,11-10-2021,GSW,MIN,Q2
208,Shot Chart Detail,0022100169,376,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,32,Missed Shot,Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,24,233,67,1,0,11-10-2021,GSW,MIN,Q2
209,Shot Chart Detail,0022100169,411,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,51,Made Shot,Running Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,1,17,3,1,1,11-10-2021,GSW,MIN,Q3
210,Shot Chart Detail,0022100169,425,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,9,Made Shot,Driving Finger Roll Layup Shot,2PT FG,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,40,38,1,1,11-10-2021,GSW,MIN,Q3
211,Shot Chart Detail,0022100169,450,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,50,Missed Shot,Step Back Jump shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,27,185,201,1,0,11-10-2021,GSW,MIN,Q3
212,Shot Chart Detail,0022100169,495,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,39,Made Shot,Step Back Jump shot,2PT FG,Mid-Range,Right Side Center(RC),16-24 ft.,19,99,171,1,1,11-10-2021,GSW,MIN,Q3
